label	text
SAR	the school board ' s wisest budget cut has to be the one that includes new macbook ' s for faculty members . 
SAR	 not . still a jester . a king needs to finish who finished him .
SAR	correction i need a hug
NON	i ' d have better people skills if i worked with better people .
SAR	 i didnt get to go i really wanted to go
NON	 you so fake with it    you all do not even like ha
NON	you deserve to be with someone who looks at you every single day like they have won the lottery and have the whole world in front of them .
SAR	i love seeing my girls together
SAR	without a woman trey songz  
SAR	lessons from the music industry think tracks , not albums
NON	got mad and stormed into my room and now i am blasting one direction so yeah
SAR	i am having a costa and library day on tuesday . ash ' s mum and dad have brought me my favourite white chocolates and a costa gift card .
NON	rt not telling me something because you do not want to piss me off is probably the best way to piss me off .
NON	update i got all my classes and no fridays
SAR	when you tryna play bball but you can not make the shot for captains  white people problems   
SAR	taping mistletoe to my butt so you can all kiss my ass
SAR	you do not care , you never did , you do not give a damn about it
SAR	 ah  fuck that movie was so good i swear i crei evrytiem omg  sweet sweet sweet  t   t help me someone  
NON	 right mr grayson looks like you ve got it right tonight  stick to it  ! so sure now !
NON	if your girlfriend tells you to stop talking to a girl because she knows her intentions , about  of the time she ' s right
NON	just canceled an order how long till i get a refund thanks
SAR	so and justin biebers new song is called flyin ' . kay
NON	just how hairy was the dude who invented a shampoo called head and shoulders ?
SAR	i love when people sing to me . i do not care if they have a horrible voice , for some reason the singing just makes me smile lol
SAR	 re we need to talk about  isis  . if nz wanted to help it could   
NON	 what do u mean today is august  ?  it was june like    weeks ago  ?
NON	i have been trying to nap since  so that i ' d sleep a little before i have work and i have literally slept a half hour . the hell .
SAR	 follow me please 
NON	i love learning about new or past things in sacred geometry
NON	when life knocks me down , instead of getting back up i usually lay there and take a nap .
NON	admit it . sometimes , no matter how much you tell your heart you are over someone , your heart knows the truth .
NON	brooklyn girls love the way it goes down
NON	literally have no appetite , but i am gonna force food down me so i am not going hungry later  want sleep 
NON	being ignored a million dollars because i love it so much .
SAR	seriously ? fuck this . i do not need a lecture from you about my life decisions , especially not right now .
SAR	 when did popping pills become so cute . starting to see mad females bragging about it like that ' s attractive
SAR	i love reuniting with my bed
NON	back to work   yay 
NON	facebook keeps changing , updating .  yet they can not add a simple dislike button
SAR	me and amber lost our snapstreak i am heartbroken
SAR	i swear all i do when i am home is catch up on my sleep 
SAR	one person followed me and  people unfollowed me / / automatically checked by
NON	i wish my wallet was as fat as i am
NON	lolol i dont have classes fridays 
SAR	if my boyfriend doesnt want me doing something , i wouldnt  he doesnt control me but i respect him and what he wants  
NON	it has just taken me  hours to change a set of bike tyres .  middle aged lady   bike mechanic 
SAR	 i had a really sarcastic reply prepared for you but instead i am just going to go with autocorrect
SAR	when you leave your phone in the office to charge , this is what they do   
SAR	because people perceive this as an insult ? i fact he is seeing the pure truth
SAR	 well , it ' s a shame to waste our talent . !  think we may need another accent , a large bag , some smoke and some hats !
NON	but seriously taking college algebra was the best decision of my life . i have never gotten so many 1 0 0 s on tests 
SAR	 insert that dog whistle and move out of the way bc  next  potus  make america great again
SAR	i wonder how people truly feel , everyone ' s so afraid to just be themselves and speak their hidden thoughts or feelings .
SAR	if you choose to speak with someone i have blocked , please be so kind as to remove my name . thank you .
NON	just because you are trash does not mean you can not do amazing things . it ' s a trash can , not a trash can not .
NON	this car has a sticker that says i think therefore i am vegan and also has zebra print car seat covers  that makes sense 
SAR	physics failed , chemistry passed
SAR	fire breaks out on 5 0 th floor of chicago skyscraper , injuring  . blaze now under control
NON	i am gonna stay up and watch the great gatsby bc priorities and then bomb my algebra  i   test tomorrow morning ¯  / ¯
NON	 we need to talk . i am a very important person who you do not know yet . we must stop trump .
SAR	 only took you  mins to decide ? i can only hope you give the  dnc  equal time .
SAR	just speak to be like you know who i am , i am not ya home boy or ya friends so respect it an do not speak to me as such 
NON	apparently it ' s hard to be funny with a swollen throat and sleep deficiency .  am writing 
SAR	have not dreamt in months and of course when i do it ' s one of those dreams that i kept waking up and falling back into
NON	my dream pup is like   lbs and i am only  lbs .  if it gets too excited and gives my a hug i could be in for some hurting
SAR	wow  house release on  ! thank you for supporting  ! so much more great stuff coming  
NON	 i put a poster of you the first time you ran for president . its still there . sad that i will be taking it down after you leave off .
